# hostname;interval;timestamp;pswpin/s;pswpout/s;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty;kbanonpg;kbslab;kbkstack;kbpgtbl;kbvmused
pes;1;2020-05-26 12:11:57 UTC;0.00;0.00;0.00;224172.00;24.00;0.00;129.00;0.00;0.00;0.00;0.00;24547016;41306280;62.72;778352;34321724;15089416;11.36;31235248;8543132;4004288;4647564;1101104;25856;29880;0
pes;1;2020-05-26 12:11:58 UTC;0.00;0.00;0.00;96152.00;82.00;0.00;121.00;0.00;0.00;0.00;0.00;24547280;41306016;62.72;778352;34321756;15089416;11.36;31235280;8543156;3908476;4647564;1101108;25856;29880;0
pes;1;2020-05-26 12:11:59 UTC;0.00;0.00;0.00;97284.00;6.00;0.00;109.00;0.00;0.00;0.00;0.00;24547528;41305768;62.72;778352;34321756;15089416;11.36;31235272;8543156;3810948;4647564;1101108;25856;29880;0
pes;1;2020-05-26 12:12:00 UTC;0.00;0.00;0.00;128980.00;10.00;0.00;121.00;0.00;0.00;0.00;0.00;24547528;41305768;62.72;778352;34321756;15089416;11.36;31235272;8543156;3682776;4647564;1101108;25856;29880;0
pes;1;2020-05-26 12:12:01 UTC;0.00;0.00;0.00;96264.00;42.00;0.00;116.00;0.00;0.00;0.00;0.00;24547528;41305768;62.72;778352;34321756;15089416;11.36;31235272;8543156;3585900;4647564;1101108;25856;29880;0
pes;1;2020-05-26 12:12:02 UTC;0.00;0.00;0.00;96468.00;4.00;0.00;107.00;0.00;0.00;0.00;0.00;24547528;41305768;62.72;778352;34321756;15089416;11.36;31235272;8543156;3489692;4647564;1101108;25856;29880;0
pes;1;2020-05-26 12:12:03 UTC;0.00;0.00;0.00;95310.89;8.91;0.00;117.82;0.00;0.00;0.00;0.00;24547528;41305768;62.72;778352;34321756;15089416;11.36;31235272;8543156;3393544;4647564;1101108;25856;29880;0
pes;1;2020-05-26 12:12:04 UTC;0.00;0.00;0.00;126880.00;41.00;0.00;110.00;0.00;0.00;0.00;0.00;24547528;41305768;62.72;778352;34321756;15089416;11.36;31235272;8543156;3266692;4647564;1101108;25856;29880;0
pes;1;2020-05-26 12:12:05 UTC;0.00;0.00;0.00;95236.00;5.00;0.00;107.00;0.00;0.00;0.00;0.00;24548084;41305212;62.72;778352;34321960;15089416;11.36;31235384;8543232;3171724;4647568;1101120;25856;29880;0
pes;1;2020-05-26 12:12:06 UTC;0.00;0.00;0.00;96264.00;10.00;0.00;117.00;0.00;0.00;0.00;0.00;24548208;41305088;62.72;778352;34321960;15089416;11.36;31235384;8543232;3074972;4647568;1101120;25856;29880;0
pes;1;2020-05-26 12:12:07 UTC;0.00;0.00;0.00;88988.00;43.00;0.00;113.00;0.00;0.00;0.00;0.00;24548364;41304932;62.72;778352;34322020;15089416;11.36;31235412;8543256;2986076;4647568;1101088;25856;29880;0
pes;1;2020-05-26 12:12:08 UTC;0.00;0.00;0.00;115724.00;31.00;0.00;106.00;0.00;0.00;0.00;0.00;24548332;41304964;62.72;778352;34322020;15089416;11.36;31235412;8543256;2870208;4647568;1101120;25856;29880;0
pes;1;2020-05-26 12:12:09 UTC;0.00;0.00;0.00;95280.00;8.00;0.00;121.00;0.00;0.00;0.00;0.00;24548440;41304856;62.72;778352;34322080;15089416;11.36;31235444;8543280;2775424;4647568;1101140;25856;29880;0
pes;6;2020-05-26 12:12:15 UTC;0.00;0.00;0.00;97358.22;116.95;0.00;121.58;0.00;0.00;0.00;0.00;24548432;41304864;62.72;778352;34322080;15089416;11.36;31235440;8543272;2207768;4647572;1101412;25856;29880;0
pes;3;2020-05-26 12:12:18 UTC;0.00;0.00;0.00;97315.23;20.53;0.00;89.07;0.00;0.00;0.00;0.00;24549220;41304076;62.72;778352;34322140;15089416;11.36;31235472;8543292;1913268;4647596;1101236;25872;29880;0
pes;1;2020-05-26 12:12:19 UTC;0.00;0.00;0.00;98304.00;7.00;0.00;115.00;0.00;0.00;0.00;0.00;24549220;41304076;62.72;778352;34322140;15089416;11.36;31235472;8543292;1815164;4647596;1101236;25872;29880;0
pes;1;2020-05-26 12:12:20 UTC;0.00;0.00;0.00;98304.00;41.00;0.00;118.00;0.00;0.00;0.00;0.00;24549468;41303828;62.72;778352;34322200;15089416;11.36;31235508;8543312;1717116;4647596;1101240;25872;29880;0
pes;1;2020-05-26 12:12:21 UTC;0.00;0.00;0.00;98504.00;54.00;0.00;127.00;0.00;0.00;0.00;0.00;24549592;41303704;62.72;778352;34322228;15089416;11.36;31235532;8543320;1618508;4647596;1101244;25872;29880;0
pes;1;2020-05-26 12:12:22 UTC;0.00;0.00;0.00;40960.00;9.00;0.00;173.00;0.00;0.00;0.00;0.00;24549592;41303704;62.72;778352;34322228;15089416;11.36;31235532;8543320;1578084;4647596;1101244;25872;29880;0
pes;1;2020-05-26 12:12:23 UTC;0.00;0.00;0.00;162820.00;43.00;0.00;219.00;0.00;0.00;0.00;0.00;24549908;41303388;62.72;778352;34322288;15089416;11.36;31235548;8543332;1415188;4647596;1101052;25872;29880;0
pes;1;2020-05-26 12:12:24 UTC;0.00;0.00;0.00;98304.00;10.00;0.00;145.00;0.00;0.00;0.00;0.00;24549908;41303388;62.72;778352;34322288;15089416;11.36;31235548;8543332;1317388;4647596;1101052;25872;29880;0
pes;1;2020-05-26 12:12:25 UTC;0.00;0.00;0.00;97280.00;7.00;0.00;106.00;0.00;0.00;0.00;0.00;24549908;41303388;62.72;778352;34322288;15089416;11.36;31235548;8543332;1219572;4647596;1101052;25872;29880;0
pes;1;2020-05-26 12:12:26 UTC;0.00;0.00;0.00;67692.00;45.00;0.00;124.00;0.00;0.00;0.00;0.00;24550120;41303176;62.72;778352;34322376;15089416;11.36;31235588;8543384;1151916;4647524;1101248;25840;29880;0
