Workload,Timestamp,CPU,Mem,Set
md5_prep,1590505021,0.00,0.00,set7
md5_prep,1590505022,0.00,0.00,set7
md5_prep,1590505023,0.00,0.00,set7
md5_prep,1590505024,0.00,0.00,set7
md5_prep,1590505025,0.00,0.00,set7
md5_prep,1590505026,0.00,0.00,set7
md5_prep,1590505027,0.00,0.00,set7
md5_prep,1590505028,0.00,0.00,set7
md5_prep,1590505029,0.00,0.00,set7
md5_prep,1590505030,0.00,0.00,set7
md5_prep,1590505031,0.00,0.00,set7
md5_prep,1590505032,0.00,0.00,set7
md5_prep,1590505033,0.00,0.00,set7
md5_prep,1590505034,0.00,0.00,set7
md5_prep,1590505035,0.00,0.00,set7
md5_prep,1590505036,0.00,0.00,set7
md5_prep,1590505037,0.00,0.00,set7
md5_prep,1590505038,0.00,0.00,set7
md5_prep,1590505039,0.00,0.00,set7
md5_prep,1590505040,0.00,0.00,set7
md5_prep,1590505041,0.00,0.00,set7
md5_prep,1590505042,0.00,0.00,set7
md5_prep,1590505043,0.00,0.00,set7
md5_prep,1590505044,0.00,0.00,set7
md5_run,1590505115,236.63,0.41,set7
md5_run,1590505116,356.00,0.53,set7
md5_run,1590505117,177.00,0.54,set7
md5_run,1590505118,150.00,0.55,set7
md5_run,1590505119,195.00,0.55,set7
md5_run,1590505120,115.00,0.55,set7
md5_run,1590505121,102.00,0.55,set7
md5_run,1590505122,110.00,0.55,set7
md5_run,1590505123,107.00,0.55,set7
md5_run,1590505124,101.00,0.55,set7
md5_run,1590505125,108.00,0.55,set7
md5_run,1590505126,114.00,0.56,set7
md5_run,1590505127,103.00,0.56,set7
md5_run,1590505128,103.00,0.57,set7
md5_run,1590505129,104.00,0.57,set7
md5_run,1590505130,105.00,0.57,set7
md5_run,1590505131,104.00,0.57,set7
md5_run,1590505132,122.00,0.60,set7
md5_run,1590505133,101.00,0.60,set7
md5_run,1590505134,101.00,0.60,set7
md5_run,1590505135,104.00,0.60,set7
md5_run,1590505136,107.00,0.60,set7
md5_run,1590505137,109.00,0.60,set7
md5_run,1590505138,102.00,0.60,set7
md5_run,1590505139,106.00,0.60,set7
md5_run,1590505140,104.00,0.60,set7
md5_run,1590505141,103.00,0.60,set7
md5_run,1590505142,108.00,0.60,set7
md5_run,1590505143,102.00,0.60,set7
md5_run,1590505144,93.00,0.60,set7
md5_run,1590505145,76.00,0.60,set7
md5_run,1590505146,104.00,0.60,set7
md5_run,1590505147,100.00,0.60,set7
md5_run,1590505148,99.00,0.60,set7
md5_run,1590505149,78.22,0.60,set7
md5_run,1590505150,99.00,0.60,set7
md5_run,1590505151,108.00,0.60,set7
md5_run,1590505152,97.00,0.60,set7
md5_run,1590505153,18.00,0.61,set7
matmult0_5_prep,1590504892,231.00,0.41,set7
sort_run,1590505357,241.58,0.77,set7
sort_run,1590505358,259.00,0.85,set7
sort_run,1590505359,121.78,0.86,set7
sort_run,1590505360,107.00,0.95,set7
sort_run,1590505361,301.00,1.03,set7
sort_run,1590505362,352.00,1.13,set7
sort_run,1590505363,164.00,1.14,set7
sort_run,1590505364,103.00,1.14,set7
sort_run,1590505365,101.00,1.14,set7
sort_run,1590505366,101.00,1.14,set7
sort_run,1590505367,138.00,1.14,set7
sort_run,1590505368,112.00,1.14,set7
sort_run,1590505369,464.00,1.52,set7
sort_run,1590505370,101.00,1.52,set7
sort_run,1590505371,101.00,1.52,set7
sort_run,1590505372,101.00,1.52,set7
sort_run,1590505373,106.00,1.52,set7
sort_run,1590505374,152.00,1.52,set7
sort_run,1590505375,101.00,1.52,set7
sort_run,1590505376,101.00,1.52,set7
sort_run,1590505377,102.00,1.52,set7
sort_run,1590505378,107.00,1.52,set7
sort_run,1590505379,150.00,1.52,set7
sort_run,1590505380,113.00,1.52,set7
sort_run,1590505381,101.00,1.57,set7
sort_run,1590505382,102.00,1.57,set7
sort_run,1590505383,104.00,1.81,set7
sort_run,1590505384,125.00,1.86,set7
sort_run,1590505385,100.00,1.87,set7
sort_run,1590505386,101.00,1.92,set7
sort_run,1590505387,103.00,1.92,set7
sort_run,1590505388,108.00,1.93,set7
sort_run,1590505389,72.00,1.93,set7
sort_run,1590505390,99.00,1.93,set7
sort_run,1590505391,103.00,1.93,set7
sort_run,1590505392,101.00,1.93,set7
sort_run,1590505393,106.00,1.93,set7
sort_run,1590505394,124.00,1.93,set7
sort_run,1590505395,100.00,1.93,set7
sort_run,1590505396,101.00,1.93,set7
sort_run,1590505397,101.00,1.93,set7
sort_run,1590505398,111.00,1.93,set7
sort_run,1590505399,120.00,1.93,set7
sort_run,1590505400,99.00,1.93,set7
sort_run,1590505401,101.00,1.93,set7
sort_run,1590505402,101.00,1.93,set7
sort_run,1590505403,479.00,2.04,set7
sort_run,1590505404,526.00,2.04,set7
sort_run,1590505405,100.00,2.04,set7
sort_run,1590505406,101.00,2.04,set7
sort_run,1590505407,102.00,2.04,set7
sort_run,1590505408,105.00,2.04,set7
sort_run,1590505409,152.00,2.04,set7
sort_run,1590505410,100.00,2.04,set7
sort_run,1590505411,101.00,2.04,set7
sort_run,1590505412,102.00,2.04,set7
sort_run,1590505413,103.00,2.04,set7
sort_run,1590505414,130.00,2.04,set7
sort_run,1590505415,101.00,2.04,set7
sort_run,1590505416,100.00,2.04,set7
sort_run,1590505417,101.00,2.04,set7
sort_run,1590505418,126.00,2.04,set7
sort_run,1590505419,131.00,2.04,set7
sort_run,1590505420,102.00,2.04,set7
sort_run,1590505421,100.00,2.04,set7
sort_run,1590505422,101.00,2.04,set7
sort_run,1590505423,139.00,2.22,set7
sort_run,1590505424,130.00,2.23,set7
sort_run,1590505425,102.00,2.29,set7
sort_run,1590505426,102.00,2.29,set7
sort_run,1590505427,102.00,2.33,set7
sort_run,1590505428,120.00,2.58,set7
sort_run,1590505429,100.00,2.58,set7
sort_run,1590505430,101.00,2.64,set7
sort_run,1590505431,100.00,2.64,set7
sort_run,1590505432,105.00,2.67,set7
sort_run,1590505433,139.00,2.92,set7
sort_run,1590505434,106.00,2.93,set7
sort_run,1590505435,541.00,3.27,set7
sort_run,1590505436,101.00,3.27,set7
sort_run,1590505437,108.00,3.27,set7
sort_run,1590505438,126.00,3.27,set7
sort_run,1590505439,139.00,3.27,set7
sort_run,1590505440,101.00,3.27,set7
sort_run,1590505441,103.00,3.27,set7
sort_run,1590505442,101.00,3.27,set7
sort_run,1590505443,133.00,3.27,set7
sort_run,1590505444,121.00,3.27,set7
sort_run,1590505445,100.00,3.27,set7
sort_run,1590505446,101.00,3.27,set7
sort_run,1590505447,101.00,3.27,set7
sort_run,1590505448,131.00,3.27,set7
sort_run,1590505449,125.00,3.27,set7
sort_run,1590505450,101.00,3.27,set7
sort_run,1590505451,100.00,3.27,set7
sort_run,1590505452,101.00,3.27,set7
sort_run,1590505453,133.00,3.27,set7
sort_run,1590505454,126.00,3.27,set7
sort_run,1590505455,101.00,3.27,set7
sort_run,1590505456,101.00,3.27,set7
sort_run,1590505457,100.00,3.27,set7
sort_run,1590505458,122.00,3.28,set7
sort_run,1590505459,100.00,3.28,set7
sort_run,1590505460,100.00,3.28,set7
sort_run,1590505461,101.00,3.28,set7
sort_run,1590505462,110.00,3.29,set7
sort_run,1590505463,137.00,3.29,set7
sort_run,1590505464,100.00,3.29,set7
sort_run,1590505465,99.00,3.29,set7
sort_run,1590505466,115.00,3.29,set7
sort_run,1590505467,132.00,3.29,set7
sort_run,1590505468,100.00,3.29,set7
sort_run,1590505469,100.00,3.29,set7
sort_run,1590505470,105.00,3.29,set7
sort_run,1590505471,103.00,3.29,set7
sort_run,1590505472,175.00,3.29,set7
sort_run,1590505473,100.00,3.29,set7
sort_run,1590505474,101.00,3.29,set7
sort_run,1590505475,106.00,3.29,set7
sort_run,1590505476,111.00,3.29,set7
sort_run,1590505477,163.00,3.29,set7
sort_run,1590505478,100.00,3.29,set7
sort_run,1590505479,103.00,3.29,set7
sort_run,1590505480,103.00,3.29,set7
sort_run,1590505481,120.00,3.29,set7
sort_run,1590505482,134.00,3.29,set7
sort_run,1590505483,101.00,3.29,set7
sort_run,1590505484,101.00,3.29,set7
sort_run,1590505485,106.00,3.29,set7
sort_run,1590505486,73.00,3.29,set7
sort_run,1590505487,99.00,3.29,set7
sort_run,1590505488,102.00,3.29,set7
sort_run,1590505489,100.00,3.29,set7
sort_run,1590505490,102.00,3.29,set7
sort_run,1590505491,148.00,3.29,set7
sort_run,1590505492,120.00,3.29,set7
sort_run,1590505493,101.00,3.29,set7
sort_run,1590505494,100.00,3.29,set7
sort_run,1590505495,104.00,3.41,set7
sort_run,1590505496,142.00,3.51,set7
sort_run,1590505497,101.00,3.51,set7
sort_run,1590505498,100.00,3.58,set7
sort_run,1590505499,101.00,3.58,set7
sort_run,1590505500,102.00,3.71,set7
sort_run,1590505501,130.00,3.86,set7
sort_run,1590505502,101.00,3.86,set7
sort_run,1590505503,101.00,3.93,set7
sort_run,1590505504,100.00,3.93,set7
sort_run,1590505505,103.00,4.15,set7
sort_run,1590505506,151.00,4.21,set7
sort_run,1590505507,100.00,4.27,set7
sort_run,1590505508,101.00,4.27,set7
sort_run,1590505509,101.00,4.27,set7
sort_run,1590505510,101.00,4.50,set7
sort_run,1590505511,159.00,4.56,set7
sort_run,1590505512,100.00,4.59,set7
sort_run,1590505513,101.00,4.62,set7
sort_run,1590505514,100.00,4.62,set7
sort_run,1590505515,110.00,4.63,set7
sort_run,1590505516,129.00,4.63,set7
sort_run,1590505517,100.00,4.63,set7
sort_run,1590505518,100.00,4.63,set7
sort_run,1590505519,100.00,4.63,set7
sort_run,1590505520,102.00,4.63,set7
sort_run,1590505521,160.00,4.63,set7
sort_run,1590505522,100.00,4.63,set7
sort_run,1590505523,100.00,4.63,set7
sort_run,1590505524,102.00,4.63,set7
sort_run,1590505525,106.00,4.63,set7
sort_run,1590505526,140.00,4.63,set7
sort_run,1590505527,101.00,4.63,set7
sort_run,1590505528,101.00,4.63,set7
sort_run,1590505529,100.00,4.63,set7
sort_run,1590505530,147.00,4.63,set7
sort_run,1590505531,111.00,4.63,set7
sort_run,1590505532,100.00,4.63,set7
sort_run,1590505533,103.00,4.63,set7
sort_run,1590505534,102.00,4.63,set7
sort_run,1590505535,131.00,4.63,set7
sort_run,1590505536,100.00,4.63,set7
sort_run,1590505537,102.00,4.63,set7
sort_run,1590505538,136.00,4.63,set7
sort_run,1590505539,100.00,4.63,set7
sort_run,1590505540,102.00,4.63,set7
sort_run,1590505541,109.00,4.84,set7
sort_run,1590505542,98.00,4.85,set7
sort_run,1590505543,816.00,7.76,set7
sort_run,1590505544,81.00,7.55,set7
sort_run,1590505545,104.00,7.58,set7
sort_run,1590505546,101.00,7.81,set7
sort_run,1590505547,121.00,8.97,set7
sort_run,1590505548,1869.00,16.81,set7
sort_run,1590505549,88.00,17.21,set7
sort_run,1590505550,150.00,17.01,set7
sort_run,1590505551,101.00,17.01,set7
sort_run,1590505552,100.00,17.01,set7
sort_run,1590505553,99.00,17.01,set7
sort_run,1590505554,101.00,17.01,set7
sort_run,1590505555,100.00,17.00,set7
sort_run,1590505556,101.00,17.00,set7
sort_run,1590505557,100.00,17.00,set7
sort_run,1590505559,100.00,17.00,set7
sort_run,1590505559,102.00,17.00,set7
sort_run,1590505560,100.00,17.00,set7
sort_run,1590505561,100.00,17.00,set7
sort_run,1590505562,100.00,17.00,set7
sort_run,1590505563,100.00,17.00,set7
sort_run,1590505564,109.00,17.00,set7
sort_run,1590505565,101.00,17.00,set7
sort_run,1590505566,100.00,17.00,set7
sort_run,1590505567,100.00,17.00,set7
sort_run,1590505568,101.00,17.00,set7
sort_run,1590505569,93.00,17.00,set7
sort_run,1590505570,100.00,17.00,set7
sort_run,1590505571,101.00,17.00,set7
sort_run,1590505572,99.00,17.00,set7
sort_run,1590505573,101.00,17.00,set7
sort_run,1590505574,100.00,17.00,set7
sort_run,1590505575,100.00,17.00,set7
sort_run,1590505576,100.00,17.00,set7
sort_run,1590505577,102.00,17.00,set7
sort_run,1590505578,99.00,17.00,set7
sort_run,1590505579,101.00,17.00,set7
sort_run,1590505580,100.00,17.00,set7
sort_run,1590505581,100.00,17.00,set7
sort_run,1590505582,100.00,17.00,set7
sort_run,1590505583,100.00,17.00,set7
sort_run,1590505584,102.00,17.00,set7
sort_run,1590505585,100.00,17.00,set7
sort_run,1590505586,46.00,17.00,set7
sort_run,1590505587,2.00,17.00,set7
sort_run,1590505588,0.00,17.00,set7
sort_run,1590505589,0.00,17.00,set7
sort_run,1590505590,0.00,17.00,set7
sort_run,1590505591,1.00,17.00,set7
sort_run,1590505592,0.00,17.00,set7
sort_run,1590505593,249.00,17.06,set7
sort_run,1590505594,0.00,17.06,set7
sort_run,1590505595,1.00,17.05,set7
sort_run,1590505596,0.00,17.05,set7
sort_run,1590505597,1.00,17.05,set7
sort_run,1590505598,0.00,17.05,set7
sort_run,1590505599,0.00,17.05,set7
sort_run,1590505600,0.00,17.05,set7
sort_run,1590505601,1.00,17.05,set7
sort_run,1590505602,0.00,17.05,set7
sort_run,1590505603,0.00,17.05,set7
sort_run,1590505604,0.00,17.05,set7
sort_run,1590505605,159.00,17.05,set7
sort_run,1590505606,106.00,17.05,set7
sort_run,1590505607,0.00,17.05,set7
sort_run,1590505608,0.00,17.05,set7
sort_run,1590505609,1.00,17.05,set7
sort_run,1590505610,0.00,17.05,set7
sort_run,1590505611,0.00,17.05,set7
sort_run,1590505612,0.00,17.05,set7
sort_run,1590505613,0.00,17.05,set7
sort_run,1590505614,1.00,17.05,set7
sort_run,1590505615,0.00,17.05,set7
sort_run,1590505616,0.00,17.05,set7
sort_run,1590505617,1.00,17.05,set7
sort_run,1590505618,33.00,17.05,set7
sort_run,1590505619,169.00,17.05,set7
sort_run,1590505620,39.00,17.05,set7
sort_run,1590505621,1.00,17.05,set7
sort_run,1590505622,48.00,17.05,set7
sort_run,1590505623,226.00,17.05,set7
sort_run,1590505624,158.00,17.05,set7
sort_run,1590505625,134.00,17.05,set7
sort_run,1590505626,129.00,17.05,set7
sort_run,1590505627,136.00,17.05,set7
sort_run,1590505628,134.00,17.05,set7
sort_run,1590505629,142.00,17.05,set7
sort_run,1590505630,136.00,17.05,set7
sort_run,1590505631,135.00,17.05,set7
sort_run,1590505632,357.00,17.05,set7
sort_run,1590505633,357.00,11.67,set7
sort_run,1590505634,145.00,11.67,set7
sort_run,1590505635,139.00,11.67,set7
sort_run,1590505636,140.00,11.67,set7
sort_run,1590505637,137.00,11.67,set7
sort_run,1590505638,136.00,11.67,set7
sort_run,1590505639,141.00,11.67,set7
sort_run,1590505640,143.00,11.67,set7
sort_run,1590505641,138.00,11.67,set7
sort_run,1590505642,147.00,11.67,set7
sort_run,1590505643,143.00,11.67,set7
sort_run,1590505644,140.00,11.67,set7
sort_run,1590505645,134.00,11.67,set7
sort_run,1590505646,133.00,11.67,set7
sort_run,1590505647,130.00,11.67,set7
sort_run,1590505648,139.00,11.81,set7
sort_run,1590505649,132.00,12.09,set7
sort_run,1590505650,131.00,12.35,set7
sort_run,1590505651,124.00,12.61,set7
sort_run,1590505652,91.00,12.79,set7
sort_run,1590505653,150.00,13.03,set7
sort_run,1590505654,134.00,13.33,set7
sort_run,1590505655,134.00,13.35,set7
sort_run,1590505656,152.00,13.35,set7
sort_run,1590505660,44.00,13.35,set7
sort_run,1590505661,21.09,13.35,set7
sort_run,1590505662,97.00,13.35,set7
sort_run,1590505663,0.00,13.35,set7
sort_run,1590505664,0.00,13.35,set7
sort_run,1590505665,0.00,13.35,set7
sort_run,1590505666,81.00,13.35,set7
sort_run,1590505667,128.00,13.35,set7
sort_run,1590505668,127.00,13.35,set7
sort_run,1590505669,137.00,13.35,set7
sort_run,1590505670,76.00,13.35,set7
sort_run,1590505671,1.00,13.35,set7
sort_run,1590505672,0.00,13.35,set7
sort_run,1590505674,1.00,13.35,set7
sort_run,1590505675,46.92,13.35,set7
sort_run,1590505676,93.00,13.35,set7
sort_run,1590505677,0.00,13.35,set7
sort_run,1590505679,0.00,13.35,set7
sort_run,1590505679,0.00,13.35,set7
sort_run,1590505680,1.00,13.35,set7
sort_run,1590505681,0.00,13.35,set7
sort_run,1590505682,0.00,13.35,set7
sort_run,1590505683,45.00,13.35,set7
sort_run,1590505684,130.00,13.35,set7
sort_run,1590505685,132.00,13.35,set7
sort_run,1590505686,136.00,13.35,set7
sort_run,1590505687,130.00,13.35,set7
sort_run,1590505689,115.00,13.35,set7
sort_run,1590505691,49.57,13.35,set7
sort_run,1590505692,126.00,13.35,set7
sort_run,1590505693,77.23,13.35,set7
sort_run,1590505694,115.00,13.36,set7
sort_run,1590505695,62.00,13.37,set7
grep_run,1590504798,0.00,0.00,set7
grep_run,1590504799,0.00,0.00,set7
grep_run,1590504800,0.00,0.00,set7
grep_run,1590504801,0.00,0.00,set7
grep_run,1590504802,0.00,0.00,set7
grep_run,1590504803,0.00,0.00,set7
grep_run,1590504804,0.00,0.00,set7
grep_run,1590504805,0.00,0.00,set7
grep_run,1590504806,0.00,0.00,set7
grep_run,1590504807,0.00,0.00,set7
grep_run,1590504808,0.00,0.00,set7
grep_run,1590504809,0.00,0.00,set7
grep_run,1590504810,0.00,0.00,set7
grep_run,1590504811,0.00,0.00,set7
grep_run,1590504812,0.00,0.00,set7
grep_run,1590504813,0.00,0.00,set7
grep_run,1590504814,0.00,0.00,set7
grep_run,1590504815,0.00,0.00,set7
grep_run,1590504816,0.00,0.00,set7
grep_run,1590504817,0.00,0.00,set7
grep_run,1590504818,0.00,0.00,set7
grep_run,1590504819,0.00,0.00,set7
grep_run,1590504820,0.00,0.00,set7
grep_run,1590504821,0.00,0.00,set7
grep_run,1590504822,0.00,0.00,set7
grep_run,1590504823,0.00,0.00,set7
grep_run,1590504824,0.00,0.00,set7
grep_run,1590504825,0.00,0.00,set7
grep_run,1590504826,0.00,0.00,set7
grep_run,1590504827,0.00,0.00,set7
grep_run,1590504828,0.00,0.00,set7
grep_run,1590504829,0.00,0.00,set7
grep_run,1590504830,0.00,0.00,set7
grep_run,1590504831,0.00,0.00,set7
grep_run,1590504832,0.00,0.00,set7
grep_run,1590504833,0.00,0.00,set7
grep_run,1590504834,0.00,0.00,set7
grep_run,1590504835,0.00,0.00,set7
grep_run,1590504836,0.00,0.00,set7
grep_run,1590504837,0.00,0.00,set7
grep_run,1590504838,0.00,0.00,set7
grep_run,1590504839,0.00,0.00,set7
grep_run,1590504840,0.00,0.00,set7
grep_run,1590504841,0.00,0.00,set7
grep_run,1590504842,0.00,0.00,set7
grep_run,1590504843,0.00,0.00,set7
grep_run,1590504844,0.00,0.00,set7
grep_run,1590504845,0.00,0.00,set7
grep_run,1590504846,0.00,0.00,set7
grep_run,1590504847,0.00,0.00,set7
grep_run,1590504848,0.00,0.00,set7
grep_run,1590504849,0.00,0.00,set7
grep_run,1590504850,0.00,0.00,set7
grep_run,1590504851,0.00,0.00,set7
grep_run,1590504852,0.00,0.00,set7
grep_run,1590504853,0.00,0.00,set7
grep_run,1590504854,0.00,0.00,set7
grep_run,1590504855,0.00,0.00,set7
grep_run,1590504856,0.00,0.00,set7
grep_run,1590504857,0.00,0.00,set7
grep_run,1590504858,0.00,0.00,set7
grep_run,1590504859,0.00,0.00,set7
grep_run,1590504860,0.00,0.00,set7
grep_run,1590504861,0.00,0.00,set7
grep_run,1590504862,0.00,0.00,set7
grep_run,1590504863,0.00,0.00,set7
grep_run,1590504864,0.00,0.00,set7
grep_run,1590504865,0.00,0.00,set7
grep_run,1590504866,0.00,0.00,set7
grep_run,1590504867,0.00,0.00,set7
grep_run,1590504868,0.00,0.00,set7
grep_run,1590504869,0.00,0.00,set7
grep_run,1590504870,0.00,0.00,set7
grep_run,1590504871,0.00,0.00,set7
grep_run,1590504872,0.00,0.00,set7
grep_run,1590504873,0.00,0.00,set7
grep_run,1590504874,0.00,0.00,set7
grep_run,1590504875,0.00,0.00,set7
grep_run,1590504876,0.00,0.00,set7
grep_run,1590504877,0.00,0.00,set7
grep_run,1590504878,0.00,0.00,set7
grep_run,1590504879,0.00,0.00,set7
grep_run,1590504880,0.00,0.00,set7
grep_run,1590504881,0.00,0.00,set7
grep_run,1590504882,0.00,0.00,set7
grep_run,1590504883,0.00,0.00,set7
grep_run,1590504884,0.00,0.00,set7
grep_run,1590504885,0.00,0.00,set7
randsample_prep,1590505172,223.00,0.41,set7
wc_run,1590505787,269.31,0.41,set7
wc_run,1590505788,417.00,0.54,set7
wc_run,1590505789,505.00,0.94,set7
wc_run,1590505790,177.00,1.17,set7
wc_run,1590505791,196.00,1.19,set7
wc_run,1590505792,101.00,1.19,set7
wc_run,1590505793,185.00,1.19,set7
wc_run,1590505794,185.00,1.26,set7
wc_run,1590505795,144.00,1.46,set7
wc_run,1590505796,196.00,1.51,set7
wc_run,1590505797,100.00,1.51,set7
wc_run,1590505798,144.00,1.52,set7
wc_run,1590505799,111.00,1.52,set7
wc_run,1590505800,195.00,1.52,set7
wc_run,1590505801,104.00,1.52,set7
wc_run,1590505802,113.00,1.52,set7
wc_run,1590505803,102.00,1.52,set7
wc_run,1590505804,157.00,1.76,set7
wc_run,1590505805,100.00,1.76,set7
wc_run,1590505806,100.00,1.81,set7
wc_run,1590505807,125.00,1.92,set7
wc_run,1590505808,193.00,1.92,set7
wc_run,1590505809,148.00,1.92,set7
wc_run,1590505810,100.00,1.92,set7
wc_run,1590505811,101.00,1.92,set7
wc_run,1590505812,162.00,1.95,set7
wc_run,1590505813,151.00,1.95,set7
wc_run,1590505814,101.00,1.95,set7
wc_run,1590505815,100.00,1.95,set7
wc_run,1590505816,116.00,1.95,set7
wc_run,1590505817,175.00,1.96,set7
wc_run,1590505818,129.00,2.33,set7
wc_run,1590505819,340.00,2.52,set7
wc_run,1590505820,104.00,2.52,set7
wc_run,1590505821,100.00,2.52,set7
wc_run,1590505822,102.00,2.52,set7
wc_run,1590505823,134.00,2.52,set7
wc_run,1590505824,107.00,2.52,set7
wc_run,1590505825,100.00,2.52,set7
wc_run,1590505826,114.00,2.53,set7
wc_run,1590505827,148.00,2.53,set7
wc_run,1590505828,133.00,2.53,set7
wc_run,1590505829,100.00,2.53,set7
wc_run,1590505830,100.00,2.53,set7
wc_run,1590505831,147.00,2.66,set7
wc_run,1590505832,119.00,2.72,set7
wc_run,1590505833,100.00,2.72,set7
wc_run,1590505834,151.00,2.78,set7
wc_run,1590505835,147.00,2.78,set7
wc_run,1590505836,100.00,2.78,set7
wc_run,1590505837,101.00,2.78,set7
wc_run,1590505838,101.00,2.78,set7
wc_run,1590505839,168.00,2.78,set7
wc_run,1590505840,155.00,2.81,set7
wc_run,1590505841,100.00,2.81,set7
wc_run,1590505842,103.00,2.81,set7
wc_run,1590505843,100.00,2.81,set7
wc_run,1590505844,112.00,2.81,set7
wc_run,1590505845,144.00,2.81,set7
wc_run,1590505846,201.00,2.81,set7
wc_run,1590505847,136.00,2.81,set7
wc_run,1590505848,127.00,2.81,set7
wc_run,1590505849,350.00,3.34,set7
wc_run,1590505850,155.00,3.34,set7
wc_run,1590505851,101.00,3.34,set7
wc_run,1590505852,101.00,3.34,set7
wc_run,1590505853,106.00,3.34,set7
wc_run,1590505854,171.00,3.34,set7
wc_run,1590505855,108.00,3.34,set7
wc_run,1590505856,100.00,3.34,set7
wc_run,1590505857,101.00,3.34,set7
wc_run,1590505858,158.00,3.34,set7
wc_run,1590505859,106.00,3.34,set7
wc_run,1590505860,100.00,3.34,set7
wc_run,1590505861,101.00,3.34,set7
wc_run,1590505862,139.00,3.34,set7
wc_run,1590505863,101.00,3.34,set7
wc_run,1590505864,100.00,3.34,set7
wc_run,1590505865,100.00,3.34,set7
wc_run,1590505866,175.00,3.54,set7
wc_run,1590505867,133.00,3.55,set7
wc_run,1590505868,100.00,3.55,set7
wc_run,1590505869,100.00,3.55,set7
wc_run,1590505870,114.00,3.55,set7
wc_run,1590505871,101.00,3.55,set7
wc_run,1590505872,177.00,3.55,set7
wc_run,1590505873,164.00,3.55,set7
wc_run,1590505874,101.00,3.55,set7
wc_run,1590505875,101.00,3.55,set7
wc_run,1590505876,508.00,3.93,set7
wc_run,1590505877,144.00,3.93,set7
wc_run,1590505878,101.00,3.93,set7
wc_run,1590505879,100.00,3.93,set7
wc_run,1590505880,128.00,3.93,set7
wc_run,1590505881,142.00,3.93,set7
wc_run,1590505882,104.00,3.93,set7
wc_run,1590505883,101.00,3.93,set7
wc_run,1590505884,157.00,3.93,set7
wc_run,1590505885,104.00,3.93,set7
wc_run,1590505886,100.00,3.93,set7
wc_run,1590505887,113.00,4.10,set7
wc_run,1590505888,149.00,4.10,set7
wc_run,1590505889,137.00,4.10,set7
wc_run,1590505890,100.00,4.10,set7
wc_run,1590505891,101.00,4.10,set7
wc_run,1590505892,133.00,4.10,set7
wc_run,1590505893,128.00,4.10,set7
wc_run,1590505894,101.00,4.10,set7
wc_run,1590505895,101.00,4.10,set7
wc_run,1590505896,105.00,4.10,set7
wc_run,1590505897,107.00,4.10,set7
wc_run,1590505898,282.00,4.10,set7
wc_run,1590505899,186.00,4.10,set7
wc_run,1590505900,119.00,4.10,set7
wc_run,1590505901,100.00,4.10,set7
wc_run,1590505902,100.00,4.10,set7
wc_run,1590505903,163.00,4.10,set7
wc_run,1590505904,152.00,4.10,set7
wc_run,1590505905,100.00,4.10,set7
wc_run,1590505906,100.00,4.10,set7
wc_run,1590505907,132.00,4.30,set7
wc_run,1590505908,138.00,4.30,set7
wc_run,1590505909,101.00,4.30,set7
wc_run,1590505910,100.00,4.30,set7
wc_run,1590505911,139.00,4.30,set7
wc_run,1590505912,101.00,4.30,set7
wc_run,1590505913,100.00,4.30,set7
wc_run,1590505914,101.00,4.30,set7
wc_run,1590505915,142.00,4.30,set7
wc_run,1590505916,101.00,4.30,set7
wc_run,1590505917,101.00,4.30,set7
wc_run,1590505918,112.00,4.30,set7
wc_run,1590505919,161.00,4.30,set7
wc_run,1590505920,100.00,4.30,set7
wc_run,1590505921,102.00,4.30,set7
wc_run,1590505922,100.00,4.30,set7
wc_run,1590505923,104.00,4.30,set7
wc_run,1590505924,100.00,4.30,set7
wc_run,1590505925,198.00,4.30,set7
wc_run,1590505926,138.00,4.30,set7
wc_run,1590505927,105.00,4.30,set7
wc_run,1590505928,101.00,4.31,set7
wc_run,1590505929,302.00,4.46,set7
wc_run,1590505930,101.00,4.46,set7
wc_run,1590505931,100.00,4.46,set7
wc_run,1590505932,100.00,4.46,set7
wc_run,1590505933,169.00,4.46,set7
wc_run,1590505934,100.00,4.46,set7
wc_run,1590505935,101.00,4.46,set7
wc_run,1590505936,100.00,4.46,set7
wc_run,1590505937,153.00,4.46,set7
wc_run,1590505938,100.00,4.46,set7
wc_run,1590505939,101.00,4.46,set7
wc_run,1590505940,100.00,4.46,set7
wc_run,1590505941,155.00,4.49,set7
wc_run,1590505942,100.00,4.49,set7
wc_run,1590505943,100.00,4.49,set7
wc_run,1590505944,101.00,4.49,set7
wc_run,1590505945,175.00,4.49,set7
wc_run,1590505946,100.00,4.49,set7
wc_run,1590505947,103.00,4.49,set7
wc_run,1590505948,100.00,4.49,set7
wc_run,1590505949,106.00,4.49,set7
wc_run,1590505950,101.00,4.49,set7
wc_run,1590505951,170.00,4.63,set7
wc_run,1590505952,325.00,4.65,set7
wc_run,1590505953,101.00,4.65,set7
wc_run,1590505954,100.00,4.65,set7
wc_run,1590505955,137.00,4.65,set7
wc_run,1590505956,103.00,4.65,set7
wc_run,1590505957,101.00,4.65,set7
wc_run,1590505958,100.00,4.65,set7
wc_run,1590505959,139.00,4.65,set7
wc_run,1590505960,101.00,4.65,set7
wc_run,1590505961,100.00,4.65,set7
wc_run,1590505962,100.00,4.65,set7
wc_run,1590505963,157.00,4.65,set7
wc_run,1590505964,100.00,4.65,set7
