Workload,CPU,Mem,Set
randsample_run,376.00,0.54,set7
randsample_run,315.00,0.57,set7
randsample_run,292.00,0.61,set7
randsample_run,251.00,0.77,set7
randsample_run,155.00,0.78,set7
randsample_run,157.00,0.96,set7
randsample_run,157.00,0.96,set7
randsample_run,160.00,1.00,set7
randsample_run,150.00,1.00,set7
randsample_run,161.00,1.00,set7
randsample_run,177.00,1.01,set7
randsample_run,95.00,1.01,set7
randsample_run,157.00,1.13,set7
randsample_run,160.00,1.21,set7
randsample_run,162.00,1.21,set7
randsample_run,100.00,1.21,set7
cc_prep,251.00,0.37,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
grep_prep,0.00,0.00,set7
wc_prep,235.64,0.41,set7
matmult0_5_run,127.72,0.26,set7
matmult0_5_run,225.00,0.46,set7
matmult0_5_run,399.00,0.60,set7
matmult0_5_run,164.00,0.73,set7
matmult0_5_run,211.00,0.74,set7
matmult0_5_run,277.00,0.82,set7
matmult0_5_run,317.00,0.85,set7
matmult0_5_run,194.00,0.87,set7
matmult0_5_run,221.00,0.93,set7
fft0_5_prep,237.00,0.41,set7
sort_prep,272.28,0.37,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_prep,0.00,0.00,set7
md5_run,236.63,0.41,set7
md5_run,356.00,0.53,set7
md5_run,177.00,0.54,set7
md5_run,150.00,0.55,set7
md5_run,195.00,0.55,set7
md5_run,115.00,0.55,set7
md5_run,102.00,0.55,set7
md5_run,110.00,0.55,set7
md5_run,107.00,0.55,set7
md5_run,101.00,0.55,set7
md5_run,108.00,0.55,set7
md5_run,114.00,0.56,set7
md5_run,103.00,0.56,set7
md5_run,103.00,0.57,set7
md5_run,104.00,0.57,set7
md5_run,105.00,0.57,set7
md5_run,104.00,0.57,set7
md5_run,122.00,0.60,set7
md5_run,101.00,0.60,set7
md5_run,101.00,0.60,set7
md5_run,104.00,0.60,set7
md5_run,107.00,0.60,set7
md5_run,109.00,0.60,set7
md5_run,102.00,0.60,set7
md5_run,106.00,0.60,set7
md5_run,104.00,0.60,set7
md5_run,103.00,0.60,set7
md5_run,108.00,0.60,set7
md5_run,102.00,0.60,set7
md5_run,93.00,0.60,set7
md5_run,76.00,0.60,set7
md5_run,104.00,0.60,set7
md5_run,100.00,0.60,set7
md5_run,99.00,0.60,set7
md5_run,78.22,0.60,set7
md5_run,99.00,0.60,set7
md5_run,108.00,0.60,set7
md5_run,97.00,0.60,set7
md5_run,18.00,0.61,set7
matmult0_5_prep,231.00,0.41,set7
sort_run,241.58,0.77,set7
sort_run,259.00,0.85,set7
sort_run,121.78,0.86,set7
sort_run,107.00,0.95,set7
sort_run,301.00,1.03,set7
sort_run,352.00,1.13,set7
sort_run,164.00,1.14,set7
sort_run,103.00,1.14,set7
sort_run,101.00,1.14,set7
sort_run,101.00,1.14,set7
sort_run,138.00,1.14,set7
sort_run,112.00,1.14,set7
sort_run,464.00,1.52,set7
sort_run,101.00,1.52,set7
sort_run,101.00,1.52,set7
sort_run,101.00,1.52,set7
sort_run,106.00,1.52,set7
sort_run,152.00,1.52,set7
sort_run,101.00,1.52,set7
sort_run,101.00,1.52,set7
sort_run,102.00,1.52,set7
sort_run,107.00,1.52,set7
sort_run,150.00,1.52,set7
sort_run,113.00,1.52,set7
sort_run,101.00,1.57,set7
sort_run,102.00,1.57,set7
sort_run,104.00,1.81,set7
sort_run,125.00,1.86,set7
sort_run,100.00,1.87,set7
sort_run,101.00,1.92,set7
sort_run,103.00,1.92,set7
sort_run,108.00,1.93,set7
sort_run,72.00,1.93,set7
sort_run,99.00,1.93,set7
sort_run,103.00,1.93,set7
sort_run,101.00,1.93,set7
sort_run,106.00,1.93,set7
sort_run,124.00,1.93,set7
sort_run,100.00,1.93,set7
sort_run,101.00,1.93,set7
sort_run,101.00,1.93,set7
sort_run,111.00,1.93,set7
sort_run,120.00,1.93,set7
sort_run,99.00,1.93,set7
sort_run,101.00,1.93,set7
sort_run,101.00,1.93,set7
sort_run,479.00,2.04,set7
sort_run,526.00,2.04,set7
sort_run,100.00,2.04,set7
sort_run,101.00,2.04,set7
sort_run,102.00,2.04,set7
sort_run,105.00,2.04,set7
sort_run,152.00,2.04,set7
sort_run,100.00,2.04,set7
sort_run,101.00,2.04,set7
sort_run,102.00,2.04,set7
sort_run,103.00,2.04,set7
sort_run,130.00,2.04,set7
sort_run,101.00,2.04,set7
sort_run,100.00,2.04,set7
sort_run,101.00,2.04,set7
sort_run,126.00,2.04,set7
sort_run,131.00,2.04,set7
sort_run,102.00,2.04,set7
sort_run,100.00,2.04,set7
sort_run,101.00,2.04,set7
sort_run,139.00,2.22,set7
sort_run,130.00,2.23,set7
sort_run,102.00,2.29,set7
sort_run,102.00,2.29,set7
sort_run,102.00,2.33,set7
sort_run,120.00,2.58,set7
sort_run,100.00,2.58,set7
sort_run,101.00,2.64,set7
sort_run,100.00,2.64,set7
sort_run,105.00,2.67,set7
sort_run,139.00,2.92,set7
sort_run,106.00,2.93,set7
sort_run,541.00,3.27,set7
sort_run,101.00,3.27,set7
sort_run,108.00,3.27,set7
sort_run,126.00,3.27,set7
sort_run,139.00,3.27,set7
sort_run,101.00,3.27,set7
sort_run,103.00,3.27,set7
sort_run,101.00,3.27,set7
sort_run,133.00,3.27,set7
sort_run,121.00,3.27,set7
sort_run,100.00,3.27,set7
sort_run,101.00,3.27,set7
sort_run,101.00,3.27,set7
sort_run,131.00,3.27,set7
sort_run,125.00,3.27,set7
sort_run,101.00,3.27,set7
sort_run,100.00,3.27,set7
sort_run,101.00,3.27,set7
sort_run,133.00,3.27,set7
sort_run,126.00,3.27,set7
sort_run,101.00,3.27,set7
sort_run,101.00,3.27,set7
sort_run,100.00,3.27,set7
sort_run,122.00,3.28,set7
sort_run,100.00,3.28,set7
sort_run,100.00,3.28,set7
sort_run,101.00,3.28,set7
sort_run,110.00,3.29,set7
sort_run,137.00,3.29,set7
sort_run,100.00,3.29,set7
sort_run,99.00,3.29,set7
sort_run,115.00,3.29,set7
sort_run,132.00,3.29,set7
sort_run,100.00,3.29,set7
sort_run,100.00,3.29,set7
sort_run,105.00,3.29,set7
sort_run,103.00,3.29,set7
sort_run,175.00,3.29,set7
sort_run,100.00,3.29,set7
sort_run,101.00,3.29,set7
sort_run,106.00,3.29,set7
sort_run,111.00,3.29,set7
sort_run,163.00,3.29,set7
sort_run,100.00,3.29,set7
sort_run,103.00,3.29,set7
sort_run,103.00,3.29,set7
sort_run,120.00,3.29,set7
sort_run,134.00,3.29,set7
sort_run,101.00,3.29,set7
sort_run,101.00,3.29,set7
sort_run,106.00,3.29,set7
sort_run,73.00,3.29,set7
sort_run,99.00,3.29,set7
sort_run,102.00,3.29,set7
sort_run,100.00,3.29,set7
sort_run,102.00,3.29,set7
sort_run,148.00,3.29,set7
sort_run,120.00,3.29,set7
sort_run,101.00,3.29,set7
sort_run,100.00,3.29,set7
sort_run,104.00,3.41,set7
sort_run,142.00,3.51,set7
sort_run,101.00,3.51,set7
sort_run,100.00,3.58,set7
sort_run,101.00,3.58,set7
sort_run,102.00,3.71,set7
sort_run,130.00,3.86,set7
sort_run,101.00,3.86,set7
sort_run,101.00,3.93,set7
sort_run,100.00,3.93,set7
sort_run,103.00,4.15,set7
sort_run,151.00,4.21,set7
sort_run,100.00,4.27,set7
sort_run,101.00,4.27,set7
sort_run,101.00,4.27,set7
sort_run,101.00,4.50,set7
sort_run,159.00,4.56,set7
sort_run,100.00,4.59,set7
sort_run,101.00,4.62,set7
sort_run,100.00,4.62,set7
sort_run,110.00,4.63,set7
sort_run,129.00,4.63,set7
sort_run,100.00,4.63,set7
sort_run,100.00,4.63,set7
sort_run,100.00,4.63,set7
sort_run,102.00,4.63,set7
sort_run,160.00,4.63,set7
sort_run,100.00,4.63,set7
sort_run,100.00,4.63,set7
sort_run,102.00,4.63,set7
sort_run,106.00,4.63,set7
sort_run,140.00,4.63,set7
sort_run,101.00,4.63,set7
sort_run,101.00,4.63,set7
sort_run,100.00,4.63,set7
sort_run,147.00,4.63,set7
sort_run,111.00,4.63,set7
sort_run,100.00,4.63,set7
sort_run,103.00,4.63,set7
sort_run,102.00,4.63,set7
sort_run,131.00,4.63,set7
sort_run,100.00,4.63,set7
sort_run,102.00,4.63,set7
sort_run,136.00,4.63,set7
sort_run,100.00,4.63,set7
sort_run,102.00,4.63,set7
sort_run,109.00,4.84,set7
sort_run,98.00,4.85,set7
sort_run,816.00,7.76,set7
sort_run,81.00,7.55,set7
sort_run,104.00,7.58,set7
sort_run,101.00,7.81,set7
sort_run,121.00,8.97,set7
sort_run,1869.00,16.81,set7
sort_run,88.00,17.21,set7
sort_run,150.00,17.01,set7
sort_run,101.00,17.01,set7
sort_run,100.00,17.01,set7
sort_run,99.00,17.01,set7
sort_run,101.00,17.01,set7
sort_run,100.00,17.00,set7
sort_run,101.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,102.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,109.00,17.00,set7
sort_run,101.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,101.00,17.00,set7
sort_run,93.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,101.00,17.00,set7
sort_run,99.00,17.00,set7
sort_run,101.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,102.00,17.00,set7
sort_run,99.00,17.00,set7
sort_run,101.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,102.00,17.00,set7
sort_run,100.00,17.00,set7
sort_run,46.00,17.00,set7
sort_run,2.00,17.00,set7
sort_run,0.00,17.00,set7
sort_run,0.00,17.00,set7
sort_run,0.00,17.00,set7
sort_run,1.00,17.00,set7
sort_run,0.00,17.00,set7
sort_run,249.00,17.06,set7
sort_run,0.00,17.06,set7
sort_run,1.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,1.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,1.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,159.00,17.05,set7
sort_run,106.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,1.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,1.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,0.00,17.05,set7
sort_run,1.00,17.05,set7
sort_run,33.00,17.05,set7
sort_run,169.00,17.05,set7
sort_run,39.00,17.05,set7
sort_run,1.00,17.05,set7
sort_run,48.00,17.05,set7
sort_run,226.00,17.05,set7
sort_run,158.00,17.05,set7
sort_run,134.00,17.05,set7
sort_run,129.00,17.05,set7
sort_run,136.00,17.05,set7
sort_run,134.00,17.05,set7
sort_run,142.00,17.05,set7
sort_run,136.00,17.05,set7
sort_run,135.00,17.05,set7
sort_run,357.00,17.05,set7
sort_run,357.00,11.67,set7
sort_run,145.00,11.67,set7
sort_run,139.00,11.67,set7
sort_run,140.00,11.67,set7
sort_run,137.00,11.67,set7
sort_run,136.00,11.67,set7
sort_run,141.00,11.67,set7
sort_run,143.00,11.67,set7
sort_run,138.00,11.67,set7
sort_run,147.00,11.67,set7
sort_run,143.00,11.67,set7
sort_run,140.00,11.67,set7
sort_run,134.00,11.67,set7
sort_run,133.00,11.67,set7
sort_run,130.00,11.67,set7
sort_run,139.00,11.81,set7
sort_run,132.00,12.09,set7
sort_run,131.00,12.35,set7
sort_run,124.00,12.61,set7
sort_run,91.00,12.79,set7
sort_run,150.00,13.03,set7
sort_run,134.00,13.33,set7
sort_run,134.00,13.35,set7
sort_run,152.00,13.35,set7
sort_run,44.00,13.35,set7
sort_run,21.09,13.35,set7
sort_run,97.00,13.35,set7
sort_run,0.00,13.35,set7
sort_run,0.00,13.35,set7
sort_run,0.00,13.35,set7
sort_run,81.00,13.35,set7
sort_run,128.00,13.35,set7
sort_run,127.00,13.35,set7
sort_run,137.00,13.35,set7
sort_run,76.00,13.35,set7
sort_run,1.00,13.35,set7
sort_run,0.00,13.35,set7
sort_run,1.00,13.35,set7
sort_run,46.92,13.35,set7
sort_run,93.00,13.35,set7
sort_run,0.00,13.35,set7
sort_run,0.00,13.35,set7
sort_run,0.00,13.35,set7
sort_run,1.00,13.35,set7
sort_run,0.00,13.35,set7
sort_run,0.00,13.35,set7
sort_run,45.00,13.35,set7
sort_run,130.00,13.35,set7
sort_run,132.00,13.35,set7
sort_run,136.00,13.35,set7
sort_run,130.00,13.35,set7
sort_run,115.00,13.35,set7
sort_run,49.57,13.35,set7
sort_run,126.00,13.35,set7
sort_run,77.23,13.35,set7
sort_run,115.00,13.36,set7
sort_run,62.00,13.37,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
grep_run,0.00,0.00,set7
randsample_prep,223.00,0.41,set7
wc_run,269.31,0.41,set7
wc_run,417.00,0.54,set7
wc_run,505.00,0.94,set7
wc_run,177.00,1.17,set7
wc_run,196.00,1.19,set7
wc_run,101.00,1.19,set7
wc_run,185.00,1.19,set7
wc_run,185.00,1.26,set7
wc_run,144.00,1.46,set7
wc_run,196.00,1.51,set7
wc_run,100.00,1.51,set7
wc_run,144.00,1.52,set7
wc_run,111.00,1.52,set7
wc_run,195.00,1.52,set7
wc_run,104.00,1.52,set7
wc_run,113.00,1.52,set7
wc_run,102.00,1.52,set7
wc_run,157.00,1.76,set7
wc_run,100.00,1.76,set7
wc_run,100.00,1.81,set7
wc_run,125.00,1.92,set7
wc_run,193.00,1.92,set7
wc_run,148.00,1.92,set7
wc_run,100.00,1.92,set7
wc_run,101.00,1.92,set7
wc_run,162.00,1.95,set7
wc_run,151.00,1.95,set7
wc_run,101.00,1.95,set7
wc_run,100.00,1.95,set7
wc_run,116.00,1.95,set7
wc_run,175.00,1.96,set7
wc_run,129.00,2.33,set7
wc_run,340.00,2.52,set7
wc_run,104.00,2.52,set7
wc_run,100.00,2.52,set7
wc_run,102.00,2.52,set7
wc_run,134.00,2.52,set7
wc_run,107.00,2.52,set7
wc_run,100.00,2.52,set7
wc_run,114.00,2.53,set7
wc_run,148.00,2.53,set7
wc_run,133.00,2.53,set7
wc_run,100.00,2.53,set7
wc_run,100.00,2.53,set7
wc_run,147.00,2.66,set7
wc_run,119.00,2.72,set7
wc_run,100.00,2.72,set7
wc_run,151.00,2.78,set7
wc_run,147.00,2.78,set7
wc_run,100.00,2.78,set7
wc_run,101.00,2.78,set7
wc_run,101.00,2.78,set7
wc_run,168.00,2.78,set7
wc_run,155.00,2.81,set7
wc_run,100.00,2.81,set7
wc_run,103.00,2.81,set7
wc_run,100.00,2.81,set7
wc_run,112.00,2.81,set7
wc_run,144.00,2.81,set7
wc_run,201.00,2.81,set7
wc_run,136.00,2.81,set7
wc_run,127.00,2.81,set7
wc_run,350.00,3.34,set7
wc_run,155.00,3.34,set7
wc_run,101.00,3.34,set7
wc_run,101.00,3.34,set7
wc_run,106.00,3.34,set7
wc_run,171.00,3.34,set7
wc_run,108.00,3.34,set7
wc_run,100.00,3.34,set7
wc_run,101.00,3.34,set7
wc_run,158.00,3.34,set7
wc_run,106.00,3.34,set7
wc_run,100.00,3.34,set7
wc_run,101.00,3.34,set7
wc_run,139.00,3.34,set7
wc_run,101.00,3.34,set7
wc_run,100.00,3.34,set7
wc_run,100.00,3.34,set7
wc_run,175.00,3.54,set7
wc_run,133.00,3.55,set7
wc_run,100.00,3.55,set7
wc_run,100.00,3.55,set7
wc_run,114.00,3.55,set7
wc_run,101.00,3.55,set7
wc_run,177.00,3.55,set7
wc_run,164.00,3.55,set7
wc_run,101.00,3.55,set7
wc_run,101.00,3.55,set7
wc_run,508.00,3.93,set7
wc_run,144.00,3.93,set7
wc_run,101.00,3.93,set7
wc_run,100.00,3.93,set7
wc_run,128.00,3.93,set7
wc_run,142.00,3.93,set7
wc_run,104.00,3.93,set7
wc_run,101.00,3.93,set7
wc_run,157.00,3.93,set7
wc_run,104.00,3.93,set7
wc_run,100.00,3.93,set7
wc_run,113.00,4.10,set7
wc_run,149.00,4.10,set7
wc_run,137.00,4.10,set7
wc_run,100.00,4.10,set7
wc_run,101.00,4.10,set7
wc_run,133.00,4.10,set7
wc_run,128.00,4.10,set7
wc_run,101.00,4.10,set7
wc_run,101.00,4.10,set7
wc_run,105.00,4.10,set7
wc_run,107.00,4.10,set7
wc_run,282.00,4.10,set7
wc_run,186.00,4.10,set7
wc_run,119.00,4.10,set7
wc_run,100.00,4.10,set7
wc_run,100.00,4.10,set7
wc_run,163.00,4.10,set7
wc_run,152.00,4.10,set7
wc_run,100.00,4.10,set7
wc_run,100.00,4.10,set7
wc_run,132.00,4.30,set7
wc_run,138.00,4.30,set7
wc_run,101.00,4.30,set7
wc_run,100.00,4.30,set7
wc_run,139.00,4.30,set7
wc_run,101.00,4.30,set7
wc_run,100.00,4.30,set7
wc_run,101.00,4.30,set7
wc_run,142.00,4.30,set7
wc_run,101.00,4.30,set7
wc_run,101.00,4.30,set7
wc_run,112.00,4.30,set7
wc_run,161.00,4.30,set7
wc_run,100.00,4.30,set7
wc_run,102.00,4.30,set7
wc_run,100.00,4.30,set7
wc_run,104.00,4.30,set7
wc_run,100.00,4.30,set7
wc_run,198.00,4.30,set7
wc_run,138.00,4.30,set7
wc_run,105.00,4.30,set7
wc_run,101.00,4.31,set7
wc_run,302.00,4.46,set7
wc_run,101.00,4.46,set7
wc_run,100.00,4.46,set7
wc_run,100.00,4.46,set7
wc_run,169.00,4.46,set7
wc_run,100.00,4.46,set7
wc_run,101.00,4.46,set7
wc_run,100.00,4.46,set7
wc_run,153.00,4.46,set7
wc_run,100.00,4.46,set7
wc_run,101.00,4.46,set7
wc_run,100.00,4.46,set7
wc_run,155.00,4.49,set7
wc_run,100.00,4.49,set7
wc_run,100.00,4.49,set7
wc_run,101.00,4.49,set7
wc_run,175.00,4.49,set7
wc_run,100.00,4.49,set7
wc_run,103.00,4.49,set7
wc_run,100.00,4.49,set7
wc_run,106.00,4.49,set7
wc_run,101.00,4.49,set7
wc_run,170.00,4.63,set7
wc_run,325.00,4.65,set7
wc_run,101.00,4.65,set7
wc_run,100.00,4.65,set7
wc_run,137.00,4.65,set7
wc_run,103.00,4.65,set7
wc_run,101.00,4.65,set7
wc_run,100.00,4.65,set7
wc_run,139.00,4.65,set7
wc_run,101.00,4.65,set7
wc_run,100.00,4.65,set7
wc_run,100.00,4.65,set7
wc_run,157.00,4.65,set7
wc_run,100.00,4.65,set7
wc_run,101.00,4.65,set7
wc_run,100.00,4.65,set7
wc_run,153.00,4.65,set7
wc_run,126.00,4.65,set7
wc_run,101.00,4.65,set7
wc_run,100.00,4.65,set7
wc_run,161.00,4.65,set7
wc_run,119.00,4.65,set7
wc_run,100.00,4.65,set7
wc_run,102.00,4.65,set7
wc_run,101.00,4.65,set7
wc_run,104.00,4.78,set7
wc_run,464.00,5.15,set7
wc_run,144.00,5.15,set7
wc_run,100.00,5.15,set7
wc_run,100.00,5.15,set7
wc_run,146.00,5.15,set7
wc_run,144.00,5.15,set7
wc_run,100.00,5.15,set7
wc_run,100.00,5.15,set7
wc_run,113.00,5.15,set7
wc_run,127.00,5.15,set7
wc_run,101.00,5.15,set7
wc_run,103.00,5.15,set7
wc_run,153.00,5.17,set7
wc_run,123.00,5.17,set7
wc_run,100.00,5.17,set7
wc_run,101.00,5.17,set7
wc_run,149.00,5.17,set7
wc_run,108.00,5.17,set7
wc_run,100.00,5.17,set7
wc_run,100.00,5.17,set7
wc_run,151.00,5.17,set7
wc_run,150.00,5.17,set7
wc_run,101.00,5.17,set7
wc_run,100.00,5.17,set7
wc_run,100.00,5.17,set7
wc_run,106.00,5.17,set7
wc_run,314.00,5.32,set7
wc_run,132.00,5.32,set7
wc_run,100.00,5.32,set7
wc_run,100.00,5.32,set7
wc_run,135.00,5.32,set7
wc_run,104.00,5.32,set7
wc_run,100.00,5.32,set7
wc_run,101.00,5.32,set7
wc_run,143.00,5.32,set7
wc_run,100.00,5.32,set7
wc_run,100.00,5.32,set7
wc_run,102.00,5.32,set7
wc_run,148.00,5.33,set7
wc_run,100.00,5.33,set7
wc_run,100.00,5.33,set7
wc_run,100.00,5.33,set7
wc_run,190.00,5.33,set7
wc_run,101.00,5.33,set7
wc_run,101.00,5.33,set7
wc_run,120.00,5.33,set7
wc_run,180.00,5.33,set7
wc_run,100.00,5.33,set7
wc_run,99.01,5.33,set7
wc_run,101.00,5.33,set7
wc_run,114.00,5.32,set7
wc_run,199.00,5.50,set7
wc_run,209.00,5.50,set7
wc_run,147.00,5.50,set7
wc_run,101.00,5.50,set7
wc_run,100.00,5.50,set7
wc_run,170.00,5.50,set7
wc_run,135.00,5.50,set7
wc_run,100.00,5.50,set7
wc_run,101.00,5.50,set7
wc_run,150.00,5.50,set7
wc_run,199.00,5.50,set7
wc_run,101.00,5.50,set7
wc_run,102.00,5.50,set7
wc_run,108.00,5.50,set7
wc_run,138.00,5.50,set7
wc_run,100.00,5.50,set7
wc_run,100.00,5.50,set7
wc_run,155.00,5.51,set7
wc_run,143.00,5.51,set7
wc_run,101.00,5.51,set7
wc_run,100.00,5.51,set7
wc_run,100.00,5.51,set7
