Workload,CPU,Mem,Set
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,2.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,45.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,4.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,5.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,11.00,0.47,set5
cc_run,4.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,6.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,35.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,11.00,0.47,set5
cc_run,21.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,16.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,1.00,0.47,set5
cc_run,0.00,0.47,set5
cc_run,5.00,0.47,set5
cc_run,5.00,0.47,set5
fft0_5_run,280.00,0.36,set3
fft0_5_run,282.00,0.40,set3
fft0_5_run,116.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,3.96,0.42,set3
fft0_5_run,4.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,3.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,64.00,0.42,set3
fft0_5_run,51.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,0.96,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,4.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,2.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,0.00,0.42,set3
fft0_5_run,1.00,0.42,set3
fft0_5_run,1.00,0.42,set3
randsample_run,270.30,0.37,set3
randsample_run,265.00,0.41,set3
randsample_run,131.00,0.43,set3
randsample_run,3.00,0.43,set3
randsample_run,2.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,0.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,4.00,0.43,set3
randsample_run,3.00,0.43,set3
randsample_run,2.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,0.00,0.43,set3
randsample_run,3.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,0.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,2.00,0.43,set3
randsample_run,0.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,0.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,2.00,0.43,set3
randsample_run,2.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,3.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,2.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,0.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,0.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,0.00,0.43,set3
randsample_run,0.00,0.43,set3
randsample_run,2.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,1.00,0.43,set3
randsample_run,31.00,0.43,set3
cc_prep,208.91,0.33,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,1.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
grep_prep,0.00,0.00,set3
wc_prep,226.73,0.34,set3
matmult0_5_run,242.57,0.35,set3
matmult0_5_run,143.00,0.42,set3
matmult0_5_run,139.00,0.45,set3
matmult0_5_run,176.00,0.50,set3
matmult0_5_run,338.00,0.53,set3
matmult0_5_run,321.00,0.56,set3
matmult0_5_run,292.00,0.63,set3
matmult0_5_run,36.00,0.65,set3
matmult0_5_run,1.00,0.65,set3
matmult0_5_run,1.00,0.59,set3
matmult0_5_run,1.00,0.59,set3
matmult0_5_run,1.00,0.59,set3
matmult0_5_run,2.00,0.59,set3
matmult0_5_run,0.00,0.59,set3
matmult0_5_run,2.00,0.59,set3
matmult0_5_run,0.00,0.59,set3
matmult0_5_run,3.00,0.59,set3
matmult0_5_run,1.00,0.59,set3
matmult0_5_run,2.00,0.59,set3
matmult0_5_run,0.00,0.59,set3
matmult0_5_run,2.00,0.59,set3
matmult0_5_run,2.00,0.59,set3
matmult0_5_run,59.00,0.59,set3
matmult0_5_run,2.00,0.59,set3
matmult0_5_run,83.00,0.59,set3
fft0_5_prep,217.82,0.33,set3
sort_prep,228.71,0.33,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_prep,0.00,0.00,set3
md5_run,364.36,0.37,set3
md5_run,224.00,0.40,set3
md5_run,124.00,0.41,set3
md5_run,2.00,0.41,set3
md5_run,0.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,0.00,0.41,set3
md5_run,3.00,0.41,set3
md5_run,3.00,0.41,set3
md5_run,2.00,0.41,set3
md5_run,2.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,2.00,0.41,set3
md5_run,0.00,0.41,set3
md5_run,3.00,0.41,set3
md5_run,2.00,0.41,set3
md5_run,0.00,0.41,set3
md5_run,2.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,0.00,0.41,set3
md5_run,0.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,3.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,0.00,0.41,set3
md5_run,2.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,2.00,0.41,set3
md5_run,0.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,2.00,0.41,set3
md5_run,0.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,0.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,0.00,0.41,set3
md5_run,1.00,0.41,set3
md5_run,34.00,0.41,set3
matmult0_5_prep,228.00,0.33,set3
sort_run,284.16,0.47,set3
sort_run,2.00,0.47,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,2.00,0.44,set3
sort_run,3.00,0.44,set3
sort_run,3.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,2.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,2.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,2.00,0.44,set3
sort_run,2.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,0.99,0.44,set3
sort_run,1.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,0.61,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,2.00,0.44,set3
sort_run,2.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,2.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,3.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,2.00,0.44,set3
sort_run,4.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,2.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,2.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,1.00,0.44,set3
sort_run,0.00,0.44,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,3.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.99,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,3.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,3.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,4.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,2.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,1.00,0.45,set3
sort_run,0.00,0.45,set3
sort_run,5.00,0.45,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
grep_run,0.00,0.00,set3
randsample_prep,212.87,0.33,set3
wc_run,286.14,0.36,set3
wc_run,315.00,0.40,set3
wc_run,171.00,0.45,set3
wc_run,3.00,0.45,set3
wc_run,1.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,0.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,6.00,0.43,set3
wc_run,7.00,0.43,set3
wc_run,0.00,0.43,set3
wc_run,2.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,0.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,2.00,0.43,set3
wc_run,0.00,0.43,set3
wc_run,2.00,0.43,set3
wc_run,0.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,0.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,3.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,2.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,2.00,0.43,set3
wc_run,2.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,0.00,0.43,set3
wc_run,2.00,0.43,set3
wc_run,0.00,0.43,set3
wc_run,1.00,0.43,set3
wc_run,0.00,0.43,set3
wc_run,2.00,0.43,set3
