Workload,Timestamp,CPU,Mem,Set
grep_prep,1590467044,0.00,0.00,set5
grep_prep,1590467048,0.00,0.00,set5
wc_prep,1590468058,198.02,0.33,set5
matmult0_5_run,1590467211,397.00,0.34,set5
matmult0_5_run,1590467212,168.00,0.41,set5
matmult0_5_run,1590467213,149.00,0.48,set5
matmult0_5_run,1590467214,236.00,0.51,set5
matmult0_5_run,1590467215,320.00,0.55,set5
matmult0_5_run,1590467216,367.00,0.62,set5
matmult0_5_run,1590467217,107.00,0.65,set5
matmult0_5_run,1590467218,0.99,0.65,set5
matmult0_5_run,1590467219,0.00,0.65,set5
matmult0_5_run,1590467220,2.00,0.63,set5
matmult0_5_run,1590467221,0.00,0.63,set5
matmult0_5_run,1590467222,1.00,0.63,set5
matmult0_5_run,1590467223,1.00,0.63,set5
matmult0_5_run,1590467224,1.00,0.63,set5
matmult0_5_run,1590467225,3.00,0.62,set5
matmult0_5_run,1590467227,3.00,0.62,set5
matmult0_5_run,1590467227,0.00,0.62,set5
matmult0_5_run,1590467228,2.00,0.62,set5
matmult0_5_run,1590467229,1.00,0.62,set5
matmult0_5_run,1590467230,0.00,0.62,set5
matmult0_5_run,1590467231,4.00,0.62,set5
matmult0_5_run,1590467232,0.00,0.62,set5
matmult0_5_run,1590467233,58.00,0.62,set5
matmult0_5_run,1590467234,10.00,0.62,set5
fft0_5_prep,1590466904,218.81,0.33,set5
sort_prep,1590467692,230.69,0.33,set5
md5_prep,1590467307,0.00,0.00,set5
md5_prep,1590467308,0.00,0.00,set5
md5_prep,1590467309,0.00,0.00,set5
md5_prep,1590467310,0.00,0.00,set5
md5_prep,1590467311,0.00,0.00,set5
md5_prep,1590467312,0.00,0.00,set5
md5_prep,1590467313,0.00,0.00,set5
md5_prep,1590467314,0.00,0.00,set5
md5_prep,1590467315,0.00,0.00,set5
md5_prep,1590467316,0.00,0.00,set5
md5_prep,1590467317,0.00,0.00,set5
md5_prep,1590467318,0.00,0.00,set5
md5_prep,1590467319,0.00,0.00,set5
md5_prep,1590467320,0.00,0.00,set5
md5_prep,1590467321,0.00,0.00,set5
md5_prep,1590467322,0.00,0.00,set5
md5_prep,1590467323,0.00,0.00,set5
md5_prep,1590467324,0.00,0.00,set5
md5_prep,1590467325,0.00,0.00,set5
md5_prep,1590467326,0.00,0.00,set5
md5_prep,1590467329,0.00,0.00,set5
md5_prep,1590467330,0.00,0.00,set5
md5_prep,1590467331,0.00,0.00,set5
md5_prep,1590467332,0.00,0.00,set5
md5_prep,1590467333,0.00,0.00,set5
md5_prep,1590467334,0.00,0.00,set5
md5_prep,1590467335,0.00,0.00,set5
md5_prep,1590467336,0.00,0.00,set5
md5_prep,1590467337,0.00,0.00,set5
md5_prep,1590467338,0.00,0.00,set5
md5_prep,1590467339,0.00,0.00,set5
md5_prep,1590467340,0.00,0.00,set5
md5_prep,1590467341,0.00,0.00,set5
md5_prep,1590467342,0.00,0.00,set5
md5_prep,1590467343,0.00,0.00,set5
md5_prep,1590467344,0.00,0.00,set5
md5_prep,1590467345,0.00,0.00,set5
md5_prep,1590467346,0.00,0.00,set5
md5_prep,1590467347,0.00,0.00,set5
md5_prep,1590467348,0.00,0.00,set5
md5_prep,1590467349,0.00,0.00,set5
md5_prep,1590467350,0.00,0.00,set5
md5_prep,1590467351,0.00,0.00,set5
md5_prep,1590467352,0.00,0.00,set5
md5_prep,1590467353,0.00,0.00,set5
md5_prep,1590467354,0.00,0.00,set5
md5_prep,1590467355,0.00,0.00,set5
md5_prep,1590467356,0.00,0.00,set5
md5_prep,1590467357,0.00,0.00,set5
md5_prep,1590467358,0.00,0.00,set5
md5_prep,1590467359,0.00,0.00,set5
md5_prep,1590467360,0.00,0.00,set5
md5_prep,1590467361,0.00,0.00,set5
md5_prep,1590467362,0.00,0.00,set5
md5_prep,1590467363,0.00,0.00,set5
md5_prep,1590467364,0.00,0.00,set5
md5_prep,1590467365,0.00,0.00,set5
md5_prep,1590467366,0.00,0.00,set5
md5_prep,1590467367,0.00,0.00,set5
md5_prep,1590467368,0.00,0.00,set5
md5_prep,1590467369,0.00,0.00,set5
md5_prep,1590467370,0.00,0.00,set5
md5_prep,1590467371,0.00,0.00,set5
md5_prep,1590467372,0.00,0.00,set5
md5_prep,1590467373,0.00,0.00,set5
md5_prep,1590467374,0.00,0.00,set5
md5_prep,1590467375,0.00,0.00,set5
md5_prep,1590467376,0.00,0.00,set5
md5_prep,1590467377,0.00,0.00,set5
md5_prep,1590467378,0.00,0.00,set5
md5_prep,1590467379,0.00,0.00,set5
md5_prep,1590467380,0.00,0.00,set5
md5_prep,1590467381,0.00,0.00,set5
md5_prep,1590467382,0.00,0.00,set5
md5_prep,1590467383,0.00,0.00,set5
md5_prep,1590467384,0.00,0.00,set5
md5_prep,1590467385,0.00,0.00,set5
md5_prep,1590467386,0.00,0.00,set5
md5_prep,1590467387,0.00,0.00,set5
md5_prep,1590467388,0.00,0.00,set5
md5_prep,1590467389,0.00,0.00,set5
md5_prep,1590467390,0.00,0.00,set5
md5_prep,1590467391,0.00,0.00,set5
md5_prep,1590467392,0.00,0.00,set5
md5_prep,1590467393,0.00,0.00,set5
md5_prep,1590467394,0.00,0.00,set5
md5_prep,1590467395,0.00,0.00,set5
md5_prep,1590467396,0.00,0.00,set5
md5_run,1590467475,276.24,0.34,set5
md5_run,1590467476,264.00,0.39,set5
md5_run,1590467477,169.00,0.41,set5
md5_run,1590467478,2.00,0.41,set5
md5_run,1590467479,1.00,0.41,set5
md5_run,1590467480,0.00,0.41,set5
md5_run,1590467481,1.00,0.41,set5
md5_run,1590467482,0.00,0.41,set5
md5_run,1590467483,4.00,0.41,set5
md5_run,1590467484,4.00,0.41,set5
md5_run,1590467485,1.00,0.41,set5
md5_run,1590467486,1.00,0.41,set5
md5_run,1590467487,1.00,0.41,set5
md5_run,1590467488,0.00,0.41,set5
md5_run,1590467489,4.00,0.41,set5
md5_run,1590467490,1.00,0.41,set5
md5_run,1590467491,1.00,0.41,set5
md5_run,1590467492,1.00,0.41,set5
md5_run,1590467493,1.00,0.41,set5
md5_run,1590467494,2.00,0.41,set5
md5_run,1590467495,1.00,0.41,set5
md5_run,1590467496,0.00,0.41,set5
md5_run,1590467497,0.00,0.41,set5
md5_run,1590467498,1.00,0.41,set5
md5_run,1590467499,1.00,0.41,set5
md5_run,1590467500,2.00,0.41,set5
md5_run,1590467501,1.00,0.41,set5
md5_run,1590467502,1.00,0.41,set5
md5_run,1590467503,1.00,0.41,set5
md5_run,1590467504,2.00,0.41,set5
md5_run,1590467505,0.00,0.41,set5
md5_run,1590467506,2.00,0.41,set5
md5_run,1590467507,1.00,0.41,set5
md5_run,1590467508,0.00,0.41,set5
md5_run,1590467509,1.00,0.41,set5
md5_run,1590467510,1.00,0.41,set5
md5_run,1590467511,1.00,0.41,set5
md5_run,1590467512,1.00,0.41,set5
md5_run,1590467513,0.00,0.41,set5
md5_run,1590467514,2.00,0.41,set5
md5_run,1590467515,1.00,0.41,set5
md5_run,1590467516,0.00,0.41,set5
md5_run,1590467517,1.00,0.41,set5
md5_run,1590467518,0.00,0.41,set5
md5_run,1590467519,1.00,0.41,set5
md5_run,1590467520,34.00,0.42,set5
sort_run,1590467772,279.21,0.47,set5
sort_run,1590467773,1.00,0.47,set5
sort_run,1590467774,3.00,0.46,set5
sort_run,1590467775,1.00,0.46,set5
sort_run,1590467776,1.00,0.46,set5
sort_run,1590467777,2.00,0.46,set5
sort_run,1590467778,3.00,0.46,set5
sort_run,1590467779,5.00,0.46,set5
sort_run,1590467780,0.00,0.46,set5
sort_run,1590467781,1.00,0.46,set5
sort_run,1590467782,1.00,0.46,set5
sort_run,1590467783,1.00,0.46,set5
sort_run,1590467784,1.00,0.46,set5
sort_run,1590467785,1.00,0.46,set5
sort_run,1590467786,1.00,0.46,set5
sort_run,1590467787,1.00,0.46,set5
sort_run,1590467788,2.00,0.46,set5
sort_run,1590467789,2.00,0.46,set5
sort_run,1590467790,2.00,0.46,set5
sort_run,1590467791,2.00,0.46,set5
sort_run,1590467792,1.00,0.46,set5
sort_run,1590467793,0.00,0.46,set5
sort_run,1590467794,0.00,0.46,set5
sort_run,1590467795,1.00,0.46,set5
sort_run,1590467796,2.00,0.46,set5
sort_run,1590467797,1.00,0.46,set5
sort_run,1590467798,1.00,0.46,set5
sort_run,1590467799,0.00,0.46,set5
sort_run,1590467800,2.00,0.46,set5
sort_run,1590467801,0.00,0.46,set5
sort_run,1590467802,1.00,0.46,set5
sort_run,1590467803,1.00,0.46,set5
sort_run,1590467804,1.00,0.46,set5
sort_run,1590467805,1.00,0.46,set5
sort_run,1590467806,0.00,0.46,set5
sort_run,1590467807,1.00,0.46,set5
sort_run,1590467808,1.00,0.46,set5
sort_run,1590467809,1.00,0.46,set5
sort_run,1590467810,0.00,0.46,set5
sort_run,1590467811,1.00,0.46,set5
sort_run,1590467812,1.00,0.46,set5
sort_run,1590467813,0.00,0.46,set5
sort_run,1590467814,0.00,0.46,set5
sort_run,1590467815,2.00,0.46,set5
sort_run,1590467816,1.00,0.46,set5
sort_run,1590467817,1.00,0.46,set5
sort_run,1590467818,0.00,0.46,set5
sort_run,1590467819,1.00,0.46,set5
sort_run,1590467820,1.00,0.46,set5
sort_run,1590467821,0.00,0.46,set5
sort_run,1590467822,1.00,0.46,set5
sort_run,1590467823,1.00,0.46,set5
sort_run,1590467824,0.00,0.46,set5
sort_run,1590467825,2.00,0.46,set5
sort_run,1590467826,2.00,0.46,set5
sort_run,1590467827,1.00,0.46,set5
sort_run,1590467828,1.00,0.46,set5
sort_run,1590467829,2.00,0.46,set5
sort_run,1590467830,2.00,0.46,set5
sort_run,1590467831,0.00,0.46,set5
sort_run,1590467832,2.00,0.46,set5
sort_run,1590467833,2.00,0.46,set5
sort_run,1590467834,3.00,0.46,set5
sort_run,1590467835,2.00,0.46,set5
sort_run,1590467836,0.00,0.46,set5
sort_run,1590467837,0.00,0.46,set5
sort_run,1590467838,2.00,0.46,set5
sort_run,1590467839,0.00,0.46,set5
sort_run,1590467844,1.00,0.46,set5
sort_run,1590467845,0.19,0.46,set5
sort_run,1590467846,1.00,0.46,set5
sort_run,1590467847,1.00,0.46,set5
sort_run,1590467848,0.00,0.46,set5
sort_run,1590467849,1.00,0.46,set5
sort_run,1590467850,1.00,0.46,set5
sort_run,1590467851,0.00,0.46,set5
sort_run,1590467854,1.00,0.46,set5
sort_run,1590467855,0.00,0.46,set5
sort_run,1590467856,2.00,0.46,set5
sort_run,1590467857,0.00,0.46,set5
sort_run,1590467858,1.00,0.46,set5
sort_run,1590467859,1.00,0.46,set5
sort_run,1590467860,0.00,0.46,set5
sort_run,1590467861,1.00,0.46,set5
sort_run,1590467862,0.00,0.46,set5
sort_run,1590467863,2.00,0.46,set5
sort_run,1590467864,0.00,0.46,set5
sort_run,1590467865,4.00,0.46,set5
sort_run,1590467866,0.00,0.46,set5
sort_run,1590467867,1.00,0.46,set5
sort_run,1590467868,1.00,0.46,set5
sort_run,1590467870,0.00,0.46,set5
sort_run,1590467871,1.62,0.46,set5
sort_run,1590467872,0.00,0.46,set5
sort_run,1590467873,0.00,0.46,set5
sort_run,1590467874,1.00,0.46,set5
sort_run,1590467875,1.00,0.46,set5
sort_run,1590467876,0.00,0.46,set5
sort_run,1590467877,1.00,0.46,set5
sort_run,1590467878,2.00,0.46,set5
sort_run,1590467879,0.00,0.46,set5
sort_run,1590467880,1.00,0.46,set5
sort_run,1590467882,1.00,0.46,set5
sort_run,1590467883,2.82,0.46,set5
sort_run,1590467884,1.00,0.46,set5
sort_run,1590467885,0.00,0.46,set5
sort_run,1590467886,2.00,0.46,set5
sort_run,1590467887,0.00,0.46,set5
sort_run,1590467888,0.00,0.46,set5
sort_run,1590467889,1.00,0.46,set5
sort_run,1590467890,0.00,0.46,set5
sort_run,1590467891,2.00,0.46,set5
sort_run,1590467892,0.00,0.46,set5
sort_run,1590467895,1.00,0.46,set5
sort_run,1590467896,0.49,0.46,set5
sort_run,1590467897,1.00,0.46,set5
sort_run,1590467898,1.00,0.46,set5
sort_run,1590467899,1.00,0.46,set5
sort_run,1590467900,0.00,0.46,set5
sort_run,1590467901,0.00,0.46,set5
sort_run,1590467902,1.00,0.46,set5
sort_run,1590467903,1.00,0.46,set5
sort_run,1590467904,0.00,0.46,set5
sort_run,1590467905,3.00,0.46,set5
sort_run,1590467906,1.00,0.46,set5
sort_run,1590467907,1.00,0.46,set5
sort_run,1590467908,2.00,0.46,set5
sort_run,1590467909,0.00,0.46,set5
sort_run,1590467910,1.00,0.46,set5
sort_run,1590467911,1.00,0.46,set5
sort_run,1590467912,2.00,0.46,set5
sort_run,1590467913,1.98,0.46,set5
sort_run,1590467914,1.00,0.46,set5
sort_run,1590467915,0.00,0.46,set5
sort_run,1590467917,0.00,0.46,set5
sort_run,1590467918,0.39,0.46,set5
sort_run,1590467919,0.00,0.46,set5
sort_run,1590467920,1.00,0.46,set5
sort_run,1590467921,0.99,0.46,set5
sort_run,1590467922,0.00,0.46,set5
sort_run,1590467923,1.00,0.46,set5
sort_run,1590467924,0.00,0.46,set5
sort_run,1590467925,1.00,0.46,set5
sort_run,1590467926,0.00,0.46,set5
sort_run,1590467927,0.00,0.46,set5
sort_run,1590467928,0.00,0.46,set5
sort_run,1590467929,3.00,0.46,set5
sort_run,1590467930,0.00,0.46,set5
sort_run,1590467932,1.00,0.46,set5
sort_run,1590467932,0.00,0.46,set5
sort_run,1590467933,1.00,0.46,set5
sort_run,1590467934,0.00,0.46,set5
sort_run,1590467935,0.00,0.46,set5
sort_run,1590467937,0.00,0.46,set5
sort_run,1590467938,0.88,0.46,set5
sort_run,1590467939,0.00,0.46,set5
sort_run,1590467941,0.00,0.46,set5
sort_run,1590467941,0.00,0.46,set5
sort_run,1590467942,1.00,0.46,set5
sort_run,1590467943,1.00,0.46,set5
sort_run,1590467944,0.00,0.46,set5
sort_run,1590467945,1.00,0.46,set5
sort_run,1590467946,0.00,0.46,set5
sort_run,1590467947,2.00,0.46,set5
sort_run,1590467948,0.00,0.46,set5
sort_run,1590467949,1.00,0.46,set5
sort_run,1590467950,0.00,0.46,set5
sort_run,1590467954,1.00,0.46,set5
sort_run,1590467955,0.26,0.46,set5
sort_run,1590467956,0.00,0.46,set5
sort_run,1590467957,0.00,0.46,set5
sort_run,1590467958,1.00,0.46,set5
sort_run,1590467959,1.00,0.46,set5
sort_run,1590467960,0.00,0.46,set5
sort_run,1590467961,1.00,0.46,set5
sort_run,1590467962,1.00,0.46,set5
sort_run,1590467963,1.00,0.46,set5
sort_run,1590467964,0.00,0.46,set5
sort_run,1590467965,1.00,0.46,set5
sort_run,1590467966,0.00,0.46,set5
sort_run,1590467967,1.00,0.46,set5
sort_run,1590467968,0.00,0.46,set5
sort_run,1590467969,0.00,0.46,set5
sort_run,1590467970,1.00,0.46,set5
sort_run,1590467971,1.00,0.46,set5
sort_run,1590467972,0.00,0.46,set5
sort_run,1590467973,0.00,0.46,set5
sort_run,1590467974,1.00,0.46,set5
sort_run,1590467975,0.00,0.46,set5
sort_run,1590467976,2.00,0.46,set5
sort_run,1590467977,2.00,0.46,set5
sort_run,1590467978,2.00,0.46,set5
sort_run,1590467979,0.00,0.46,set5
sort_run,1590467980,1.00,0.46,set5
sort_run,1590467981,1.00,0.46,set5
sort_run,1590467982,0.00,0.46,set5
sort_run,1590467983,0.00,0.46,set5
sort_run,1590467984,0.00,0.46,set5
sort_run,1590467985,1.00,0.46,set5
sort_run,1590467986,0.00,0.46,set5
sort_run,1590467987,0.00,0.46,set5
sort_run,1590467988,1.00,0.46,set5
sort_run,1590467989,0.00,0.46,set5
sort_run,1590467990,0.00,0.46,set5
sort_run,1590467991,1.00,0.46,set5
sort_run,1590467992,0.00,0.46,set5
sort_run,1590467993,0.00,0.46,set5
sort_run,1590467994,0.00,0.46,set5
sort_run,1590467995,1.00,0.46,set5
sort_run,1590467996,0.00,0.46,set5
sort_run,1590467997,0.00,0.46,set5
sort_run,1590467998,1.00,0.46,set5
sort_run,1590467999,1.00,0.46,set5
sort_run,1590468000,1.00,0.46,set5
sort_run,1590468001,1.00,0.46,set5
sort_run,1590468002,0.00,0.46,set5
sort_run,1590468003,1.00,0.46,set5
sort_run,1590468004,0.00,0.46,set5
sort_run,1590468005,0.00,0.46,set5
sort_run,1590468006,0.00,0.46,set5
sort_run,1590468007,1.00,0.46,set5
sort_run,1590468008,0.00,0.46,set5
sort_run,1590468009,0.00,0.46,set5
sort_run,1590468010,1.00,0.46,set5
sort_run,1590468011,0.00,0.46,set5
sort_run,1590468013,1.00,0.46,set5
sort_run,1590468014,0.00,0.46,set5
sort_run,1590468015,0.00,0.46,set5
sort_run,1590468016,1.00,0.46,set5
sort_run,1590468017,0.00,0.46,set5
sort_run,1590468018,0.00,0.46,set5
sort_run,1590468019,0.00,0.46,set5
sort_run,1590468020,0.99,0.46,set5
sort_run,1590468021,1.00,0.46,set5
sort_run,1590468022,0.00,0.46,set5
sort_run,1590468023,0.00,0.46,set5
sort_run,1590468024,0.00,0.46,set5
sort_run,1590468025,0.00,0.46,set5
sort_run,1590468026,1.00,0.46,set5
sort_run,1590468027,0.00,0.46,set5
sort_run,1590468028,0.00,0.46,set5
sort_run,1590468029,3.00,0.46,set5
sort_run,1590468030,1.00,0.46,set5
sort_run,1590468031,0.00,0.46,set5
sort_run,1590468032,0.00,0.46,set5
grep_run,1590467092,0.00,0.00,set5
grep_run,1590467093,0.00,0.00,set5
grep_run,1590467094,0.00,0.00,set5
grep_run,1590467095,0.00,0.00,set5
grep_run,1590467096,0.00,0.00,set5
grep_run,1590467097,0.00,0.00,set5
grep_run,1590467098,0.00,0.00,set5
grep_run,1590467099,0.00,0.00,set5
grep_run,1590467100,0.00,0.00,set5
grep_run,1590467101,0.00,0.00,set5
grep_run,1590467102,0.00,0.00,set5
grep_run,1590467103,0.00,0.00,set5
grep_run,1590467104,0.00,0.00,set5
grep_run,1590467105,0.00,0.00,set5
grep_run,1590467106,0.00,0.00,set5
grep_run,1590467107,0.00,0.00,set5
grep_run,1590467108,0.00,0.00,set5
grep_run,1590467109,0.00,0.00,set5
grep_run,1590467110,0.00,0.00,set5
grep_run,1590467111,0.00,0.00,set5
grep_run,1590467112,0.00,0.00,set5
grep_run,1590467113,0.00,0.00,set5
grep_run,1590467114,0.00,0.00,set5
grep_run,1590467115,0.00,0.00,set5
grep_run,1590467116,0.00,0.00,set5
grep_run,1590467117,0.00,0.00,set5
grep_run,1590467118,0.00,0.00,set5
grep_run,1590467119,0.00,0.00,set5
grep_run,1590467120,0.00,0.00,set5
grep_run,1590467121,0.00,0.00,set5
grep_run,1590467122,0.00,0.00,set5
grep_run,1590467123,0.00,0.00,set5
grep_run,1590467124,0.00,0.00,set5
grep_run,1590467125,0.00,0.00,set5
grep_run,1590467126,0.00,0.00,set5
grep_run,1590467127,0.00,0.00,set5
grep_run,1590467128,0.00,0.00,set5
grep_run,1590467129,0.00,0.00,set5
grep_run,1590467130,0.00,0.00,set5
grep_run,1590467131,0.00,0.00,set5
grep_run,1590467132,0.00,0.00,set5
grep_run,1590467133,0.00,0.00,set5
grep_run,1590467134,0.00,0.00,set5
grep_run,1590467135,0.00,0.00,set5
grep_run,1590467136,0.00,0.00,set5
grep_run,1590467137,0.00,0.00,set5
grep_run,1590467138,0.00,0.00,set5
grep_run,1590467139,0.00,0.00,set5
grep_run,1590467140,0.00,0.00,set5
grep_run,1590467141,0.00,0.00,set5
grep_run,1590467142,0.00,0.00,set5
grep_run,1590467143,0.00,0.00,set5
grep_run,1590467144,0.00,0.00,set5
grep_run,1590467145,0.00,0.00,set5
grep_run,1590467146,0.00,0.00,set5
grep_run,1590467147,0.00,0.00,set5
grep_run,1590467148,0.00,0.00,set5
grep_run,1590467149,0.00,0.00,set5
grep_run,1590467150,0.00,0.00,set5
grep_run,1590467151,0.00,0.00,set5
grep_run,1590467152,0.00,0.00,set5
grep_run,1590467153,0.00,0.00,set5
grep_run,1590467154,0.00,0.00,set5
grep_run,1590467155,0.00,0.00,set5
grep_run,1590467156,0.00,0.00,set5
grep_run,1590467157,0.00,0.00,set5
grep_run,1590467158,0.00,0.00,set5
grep_run,1590467159,0.00,0.00,set5
grep_run,1590467160,0.00,0.00,set5
grep_run,1590467161,0.00,0.00,set5
grep_run,1590467162,0.00,0.00,set5
grep_run,1590467163,0.00,0.00,set5
grep_run,1590467164,0.00,0.00,set5
grep_run,1590467165,0.00,0.00,set5
grep_run,1590467166,0.00,0.00,set5
grep_run,1590467167,0.00,0.00,set5
grep_run,1590467168,0.00,0.00,set5
grep_run,1590467169,0.00,0.00,set5
grep_run,1590467170,0.00,0.00,set5
grep_run,1590467171,0.00,0.00,set5
grep_run,1590467172,0.00,0.00,set5
grep_run,1590467173,0.00,0.00,set5
grep_run,1590467174,0.00,0.00,set5
grep_run,1590467175,0.00,0.00,set5
grep_run,1590467176,0.00,0.00,set5
grep_run,1590467177,0.00,0.00,set5
grep_run,1590467178,0.00,0.00,set5
